Unnamed: 0,ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Feature_Category,Year,Month,Day,Hour,Minute,Second,Hour_Category
5798812,A-5842294,Source1,2,2021-11-18 08:15:36,2021-11-18 10:22:38,29.660052,-95.619106,29.662285,-95.622958,0.278,Slow traffic on FM-1876 from Royal Lake Dr to Belknap Rd due to accident., Royal Lake Dr,Sugar Land,Fort Bend,TX,77478,US,US/Central,KSGR,2021-11-18 07:53:00,62.0,62.0,60.0,30.16,10.0,N,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,Stop,2021.0,11.0,18.0,8.0,15.0,36.0,Morning
4681222,A-4716740,Source1,2,2023-01-22 05:42:00,2023-01-22 07:09:19,41.95645800000001,-73.89452299999998,41.956916,-73.894171,0.036,Incident on US-9 NB near RT-9G Right shoulder closed., RT-9G,Rhinebeck,Dutchess,NY,12572-3306,US,US/Eastern,KPOU,2023-01-22 05:53:00,33.0,33.0,66.0,30.0,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day,Traffic_Signal,2023.0,1.0,22.0,5.0,42.0,0.0,Night
6454540,A-6502185,Source1,2,2021-02-16 18:10:00,2021-02-16 19:28:16,33.319769,-111.980417,33.31984,-111.980419,0.005,Incident on S 48TH ST near E RAY RD Expect delays., S 48th St,Phoenix,Maricopa,AZ,85044,US,US/Mountain,KPHX,2021-02-16 17:51:00,68.0,68.0,14.0,28.53,10.0,W,18.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,Traffic_Signal,2021.0,2.0,16.0,18.0,10.0,0.0,Evening
5357823,A-5398515,Source1,2,2022-03-09 12:50:52,2022-03-09 14:08:27,39.54047083835821,-119.78800177517036,39.53420083835821,-119.78790177517035,0.433,Incident on US-395 near I-80 Expect delays.,Martin Luther King Jr Memorial Fwy,Reno,Washoe,NV,89512,US,US/Pacific,KRNO,2022-03-09 12:55:00,55.0,55.0,24.0,25.45,10.0,NNW,20.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Junction,2022.0,3.0,9.0,12.0,50.0,52.0,Afternoon
4763780,A-4799921,Source1,2,2022-12-05 07:45:30,2022-12-05 08:07:00,37.897891,-122.096465,37.895837,-122.110605,0.784,Slow traffic on CA-24 W from I-680 (CA-24) to 1st St (CA-24) due to accident.,CA-24 W,Lafayette,Contra Costa,CA,94549,US,US/Pacific,KCCR,2022-12-05 07:53:00,52.0,52.0,83.0,29.97,10.0,S,12.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Junction,2022.0,12.0,5.0,7.0,45.0,30.0,Morning
5964317,A-6008774,Source1,2,2021-05-07 10:49:00,2021-05-07 15:47:08,41.980719,-74.183215,41.977639,-74.191307,0.467,Incident on NY-28 WB near MOUNTAIN RD Road closed. Take alternate route., State Route 28,Shokan,Ulster,NY,12481-5037,US,US/Eastern,KPOU,2021-05-07 10:53:00,60.0,60.0,33.0,29.73,10.0,NW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,Stop,2021.0,5.0,7.0,10.0,49.0,0.0,Morning
5847627,A-5891410,Source1,2,2021-05-28 15:09:00,2021-05-28 16:54:22,30.45381188378117,-97.6662790770642,30.43849188378117,-97.6688990770642,1.07,Incident on N I-35 SB near PAMELA Expect delays.,I-35,Austin,Travis,TX,78728,US,US/Central,KEDC,2021-05-28 15:15:00,84.0,84.0,70.0,29.27,8.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Junction,2021.0,5.0,28.0,15.0,9.0,0.0,Afternoon
6668705,A-6717415,Source1,2,2020-09-14 14:02:30,2020-09-14 15:59:00,30.43407,-81.655787,30.4571,-81.649997,1.628,Stationary traffic on I-95 from FL-104/Busch Dr/Dunn Ave/Exit 360 (I-95) to I-295/Exit 362 (I-95) due to accident.,I-95 N,Jacksonville,Duval,FL,32218,US,US/Eastern,KJAX,2020-09-14 13:56:00,81.0,81.0,85.0,30.0,10.0,NE,10.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Junction,2020.0,9.0,14.0,14.0,2.0,30.0,Afternoon
6103245,A-6148502,Source1,2,2021-12-27 12:55:00,2021-12-27 14:57:07,25.733243,-80.333047,25.73422,-80.335753,0.181,Slow traffic on County Hwy-913 - FL-976 - FL-973 from SW 84th Ave to SW 38th St due to accident., Bird Rd,Miami,Miami-Dade,FL,33155-3225,US,US/Eastern,KMIA,2021-12-27 12:53:00,81.0,81.0,52.0,30.06,10.0,VAR,3.0,0.0,Fair,True,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Amenity,2021.0,12.0,27.0,12.0,55.0,0.0,Afternoon
6782927,A-6832022,Source1,2,2020-12-07 19:47:00,2020-12-07 21:52:30,36.963437,-121.80948,36.963636,-121.809098,0.025,FORD FUS IS 1125, Freedom Blvd,Watsonville,Santa Cruz,CA,95076-0407,US,US/Pacific,KWVI,2020-12-07 19:53:00,54.0,54.0,47.0,30.0,10.0,NNW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,False,False,Night,Night,Night,Night,Station,2020.0,12.0,7.0,19.0,47.0,0.0,Evening
7210349,A-7259710,Source1,2,2020-02-12 21:08:00,2020-02-12 21:40:55,41.01434,-74.10738,41.01434,-74.10738,0.0,At Sheridan Ave - Fuel spillage accident. Right lane blocked., Lincoln Pl,Waldwick,Bergen,NJ,07463-2130,US,US/Eastern,KTEB,2020-02-12 20:51:00,42.0,36.0,62.0,30.07,10.0,S,10.0,0.0,Cloudy,False,False,True,False,False,True,False,False,False,True,False,False,False,Night,Night,Night,Night,Crossing,2020.0,2.0,12.0,21.0,8.0,0.0,Evening
5407087,A-5448157,Source1,2,2023-01-19 07:07:30,2023-01-19 10:59:30,33.994248,-117.900518,34.039351,-118.048732,9.042,Stationary traffic on Pomona Fwy W - CA-60 W from Nogales St (CA-60) to Santa Anita Ave (CA-60) due to accident.,CA-60 W,Rowland Heights,Los Angeles,CA,91748,US,US/Pacific,KFUL,2023-01-19 06:53:00,41.0,41.0,93.0,30.04,8.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Junction,2023.0,1.0,19.0,7.0,7.0,30.0,Morning
4994227,A-5032065,Source1,2,2022-05-04 23:20:13,2022-05-05 00:37:03,32.706651,-117.080741,32.707176000000004,-117.08073600000002,0.036,Incident on 53RD ST near IMPERIAL AVE Drive with caution., Imperial Ave,San Diego,San Diego,CA,92114-3830,US,US/Pacific,KSAN,2022-05-04 22:51:00,61.0,61.0,83.0,29.97,8.0,WNW,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,False,Night,Night,Night,Night,Station,2022.0,5.0,4.0,23.0,20.0,13.0,Evening
5505383,A-5547111,Source1,2,2021-03-21 11:34:30,2021-03-21 12:25:30,34.15590405447885,-118.29776644650318,34.15572405447885,-118.30805644650316,0.588,Slow traffic on CA-134 W - Ventura Fwy W from Riverside Dr/Victory Blvd (CA-134) to Forest Lawn Dr (CA-134) due to accident.,CA-134,Los Angeles,Los Angeles,CA,90027,US,US/Pacific,KCQT,2021-03-21 11:52:00,64.0,64.0,50.0,29.88,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Junction,2021.0,3.0,21.0,11.0,34.0,30.0,Morning
4541209,A-4575617,Source1,2,2022-04-21 15:51:05,2022-04-21 18:50:06,35.032678999999995,-85.311548,35.032594,-85.31401,0.139,Slow traffic on US-64 W - US-64 E - US-72 W - US-11 S - TN-2 - US-72 E - US-11 N - US-41 S - TN-17 - US-41 N from US-11 to W 21st St due to accident., W 20th St,Chattanooga,Hamilton,TN,37408-2525,US,US/Eastern,KCHA,2022-04-21 15:53:00,76.0,76.0,46.0,29.6,10.0,SE,8.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Crossing,2022.0,4.0,21.0,15.0,51.0,5.0,Afternoon
6867678,A-6916898,Source1,2,2020-11-18 15:26:00,2020-11-18 23:12:45,33.997963,-117.935613,33.997251,-117.933834,0.113,JSO. 1097 W/LASO AND VEH VS BICYCLE,CA-60 E,Hacienda Heights,Los Angeles,CA,91745,US,US/Pacific,KEMT,2020-11-18 15:53:00,67.0,67.0,59.0,29.95,10.0,S,6.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Junction,2020.0,11.0,18.0,15.0,26.0,0.0,Afternoon
6946159,A-6995469,Source1,2,2020-06-02 03:52:25,2020-06-02 06:12:23,40.22985,-76.4408,40.22985,-76.4408,0.0,At Lebanon-Lancaster Int/Exit 266 - Accident. Right lane blocked.,Pennsylvania Tpke E,Manheim,Lancaster,PA,17545,US,US/Eastern,KLNS,2020-06-02 03:53:00,55.0,55.0,62.0,29.67,10.0,WNW,6.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Day,Junction,2020.0,6.0,2.0,3.0,52.0,25.0,Night
6475659,A-6523485,Source1,2,2021-02-24 14:20:00,2021-02-24 16:20:00,33.41647267325679,-112.19149231857207,33.43223267325679,-112.18707231857208,1.118,Slow traffic on AZ-202 Loop N - AZ-202 Loop S from W Broadway Rd (S 59th Ave) to AZ-85/W Buckeye Rd (S 59th Ave) due to accident.,S Mountain Fwy,Phoenix,Maricopa,AZ,85043,US,US/Mountain,KGEU,2021-02-24 13:58:00,75.0,75.0,13.0,28.78,10.0,S,3.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Junction,2021.0,2.0,24.0,14.0,20.0,0.0,Afternoon
5618207,A-5660586,Source1,2,2021-08-16 14:32:00,2021-08-16 18:25:33,36.819552,-119.785235,36.821345,-119.78487,0.126,Accident at exit [133].,CA-41 N,Fresno,Fresno,CA,93710,US,US/Pacific,KFAT,2021-08-16 14:53:00,101.0,101.0,25.0,29.34,6.0,WNW,8.0,0.0,Smoke,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Junction,2021.0,8.0,16.0,14.0,32.0,0.0,Afternoon
7201641,A-7251002,Source1,2,2020-02-05 13:49:00,2020-02-05 16:27:00,34.037581,-118.086252,34.037581,-118.086252,0.0,At San Gabriel Blvd - Accident.,CA-60 E,Montebello,Los Angeles,CA,90640,US,US/Pacific,KEMT,2020-02-05 13:53:00,61.0,61.0,20.0,30.02,10.0,VAR,7.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Junction,2020.0,2.0,5.0,13.0,49.0,0.0,Afternoon
4381207,A-4414354,Source1,2,2022-04-20 15:18:00,2022-04-20 17:31:16,32.194068,-110.858029,32.191990999999994,-110.857268,0.15,Stationary traffic from E Calle Silvosa to S Calle Polar due to accident., E 34th St,Tucson,Pima,AZ,85711-6947,US,US/Mountain,KDMA,2022-04-20 15:19:00,90.0,90.0,6.0,27.06,10.0,WNW,15.0,0.0,Fair,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,Crossing,2022.0,4.0,20.0,15.0,18.0,0.0,Afternoon
5400263,A-5441288,Source1,2,2022-10-31 20:35:00,2022-10-31 21:56:01,40.274692,-75.25921600000002,40.274955,-75.259389,0.02,Incident on PA-309 NB near ADVANCE LN Drive with caution., Bethlehem Pike,Colmar,Montgomery,PA,18915-9761,US,US/Eastern,KDYL,2022-10-31 20:39:00,59.0,59.0,87.0,29.6,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,Traffic_Signal,2022.0,10.0,31.0,20.0,35.0,0.0,Evening
5014643,A-5052631,Source1,2,2022-03-13 17:53:00,2022-03-13 19:08:09,28.345892,-81.612542,28.346746000000003,-81.61268100000002,0.06,Incident on ROLLING OAKS BLVD near W IRLO BRONSON MEMORIAL HWY Drive with caution.,Rolling Oaks Blvd,Kissimmee,Osceola,FL,34747,US,US/Eastern,KISM,2022-03-13 01:56:00,44.0,39.0,45.0,30.19,10.0,N,10.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Crossing,2022.0,3.0,13.0,17.0,53.0,0.0,Afternoon
5737075,A-5780155,Source1,2,2021-10-28 17:36:17,2021-10-28 18:30:05,25.733609,-80.29956800000002,25.73301,-80.31902099999998,1.211,Stationary traffic on FL-976 from FL-959/S Red Rd/SW 57th Ave (SW 40th St/Bird Rd/FL-976) to FL-826/Palmetto Expy (SW 40th St/Bird Rd/FL-976) due to accident., Bird Rd,Miami,Miami-Dade,FL,33155-4827,US,US/Eastern,KMIA,2021-10-28 17:53:00,85.0,85.0,74.0,29.79,10.0,SW,10.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Crossing,2021.0,10.0,28.0,17.0,36.0,17.0,Afternoon
3699805,A-3727478,Source1,2,2022-10-06 14:28:08,2022-10-06 14:58:34,25.866688,-80.322174,25.867984,-80.327011,0.314,Stationary traffic on FL-932 from Ludlam Rd/NW 67th Ave/W 12th Ave (W 49th St/Palm Springs Mile/FL-932) to US-27/FL-25/W Okeechobee Rd (NW 103rd St/FL-932) due to accident.,W 49th St,Hialeah,Miami-Dade,FL,33016,US,US/Eastern,KOPF,2022-10-06 14:53:00,82.0,82.0,60.0,30.01,10.0,E,13.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Crossing,2022.0,10.0,6.0,14.0,28.0,8.0,Afternoon
6165172,A-6210780,Source1,2,2021-08-26 19:17:53,2021-08-26 22:38:54,30.668045000000006,-96.373418,30.668057,-96.373494,0.005,Incident on E 32ND ST near N MAIN ST Drive with caution., E 32nd St,Bryan,Brazos,TX,77803-3916,US,US/Central,KCFD,2021-08-26 19:15:00,88.0,88.0,60.0,29.54,10.0,ENE,5.0,0.0,Partly Cloudy,False,False,True,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day,Crossing,2021.0,8.0,26.0,19.0,17.0,53.0,Evening
5505682,A-5547412,Source1,2,2021-04-07 15:03:00,2021-04-07 17:07:45,40.546113,-76.988501,40.504371,-76.978055,2.9360000000000004,Multi vehicle crash on US 11 southbound between Exit: US 11 NORTH/US 15 NORTH/PA 34 SOUTH and BUCKS VALLEY RD. All lanes closed., Susquehanna Trl,Liverpool,Perry,PA,17045-9216,US,US/Eastern,KSEG,2021-04-07 11:53:00,59.0,59.0,48.0,29.53,10.0,SSE,5.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Junction,2021.0,4.0,7.0,15.0,3.0,0.0,Afternoon
4665720,A-4701124,Source1,2,2022-11-13 04:08:00,2022-11-13 04:31:00,33.769576,-117.915493,33.767919,-117.920264,0.297,Stationary traffic on CA-22 W - Garden Grove Fwy W from N Fairview St/Garden Grove Blvd/Haster St (CA-22) to Harbor Blvd (CA-22) due to accident.,Garden Grove Fwy,Garden Grove,Orange,CA,92843,US,US/Pacific,KSNA,2022-11-13 03:53:00,52.0,52.0,69.0,29.92,10.0,NNE,5.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,Junction,2022.0,11.0,13.0,4.0,8.0,0.0,Night
5920690,A-5964882,Source1,2,2021-05-05 14:07:00,2021-05-05 18:25:00,37.79271,-121.190175,37.750503,-121.13929,4.0280000000000005,Slow traffic on CA-120 W - CA-99 S from CA-120/Yosemite Ave (CA-99) to Jack Tone Rd (CA-99) due to accident.,CA-120 W,Manteca,San Joaquin,CA,95336,US,US/Pacific,KSCK,2021-05-05 13:55:00,89.0,89.0,24.0,29.82,10.0,SW,6.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Junction,2021.0,5.0,5.0,14.0,7.0,0.0,Afternoon
7245505,A-7294868,Source1,3,2019-12-30 08:00:33,2019-12-30 08:29:52,32.92581,-96.82655,32.92572,-96.81858,0.462,At Dallas North Tollway/Exit 22 - Accident. Two lanes blocked.,LBJ Fwy E,Dallas,Dallas,TX,75244,US,US/Central,KADS,2019-12-30 07:47:00,36.0,31.0,70.0,29.41,10.0,NW,6.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Junction,2019.0,12.0,30.0,8.0,0.0,33.0,Morning
3711579,A-3739359,Source1,2,2022-04-20 19:55:00,2022-04-20 21:56:31,36.087871,-95.886478,36.090557,-95.886476,0.186,Slow traffic from E 61st St (S Memorial Dr) to E 41st St (S Memorial Dr) due to accident., S Memorial Dr,Tulsa,Tulsa,OK,74145,US,US/Central,KRVS,2022-04-20 19:53:00,74.0,74.0,79.0,29.02,10.0,SSE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,Stop,2022.0,4.0,20.0,19.0,55.0,0.0,Evening
7045246,A-7094572,Source1,2,2020-06-17 14:25:00,2020-06-17 14:58:48,45.06967,-93.2859,45.06967,-93.2859,0.0,At MN-252/Exit 35 - Accident.,State Highway 252,Minneapolis,Hennepin,MN,55430,US,US/Central,KMIC,2020-06-17 14:53:00,90.0,90.0,37.0,29.02,10.0,SSE,20.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Junction,2020.0,6.0,17.0,14.0,25.0,0.0,Afternoon
4283796,A-4316151,Source1,2,2022-04-11 16:54:42,2022-04-11 17:27:06,25.733317,-80.329815,25.733183,-80.335759,0.37,Stationary traffic on FL-976 from FL-826/Palmetto Expy (SW 40th St/Bird Rd/FL-976) to FL-973/Galloway Rd/SW 87th Ave (SW 40th St/Bird Rd/FL-976) due to accident., Bird Rd,Miami,Miami-Dade,FL,33155-3337,US,US/Eastern,KMIA,2022-04-11 16:53:00,77.0,77.0,54.0,30.13,10.0,E,15.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Crossing,2022.0,4.0,11.0,16.0,54.0,42.0,Afternoon
5770459,A-5813750,Source1,2,2021-06-01 15:42:35,2021-06-01 16:02:35,35.11901,-80.93220600000002,35.113473,-80.921757,0.7040000000000001,Slow traffic from NC-49/S Tryon St (Westinghouse Blvd) to Nations Ford Rd (Westinghouse Blvd) due to accident., Westinghouse Blvd,Charlotte,Mecklenburg,NC,28273-6489,US,US/Eastern,KCLT,2021-06-01 15:52:00,82.0,82.0,37.0,29.41,10.0,VAR,5.0,0.0,Partly Cloudy,False,False,True,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day,Crossing,2021.0,6.0,1.0,15.0,42.0,35.0,Afternoon
4172356,A-4203800,Source1,2,2022-11-21 16:49:04,2022-11-21 18:04:05,42.463717,-71.024746,42.464491,-71.02489200000002,0.054,Incident on US-1 NB near US-1 Expect long delays.,Broadway,Saugus,Essex,MA,01906,US,US/Eastern,KBOS,2022-11-21 16:54:00,36.0,26.0,55.0,30.21,10.0,SSW,16.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day,Junction,2022.0,11.0,21.0,16.0,49.0,4.0,Afternoon
6611833,A-6660354,Source1,2,2020-12-19 08:55:41,2020-12-19 18:57:12,34.717548,-92.342203,34.717405,-92.341156,0.06,Incident on US-70 EB near US-70 Right lane blocked. Expect delays.,Asher Ave,Little Rock,Pulaski,AR,72204,US,US/Central,KLIT,2020-12-19 08:53:00,43.0,39.0,97.0,29.91,2.0,SSE,6.0,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,Traffic_Signal,2020.0,12.0,19.0,8.0,55.0,41.0,Morning
5767223,A-5810505,Source1,2,2021-04-28 06:34:57,2021-04-28 07:51:21,30.026509000000004,-90.009263,30.025712,-90.01209899999998,0.178,Incident on I-10 WB near MORRISON RD EXIT Drive with caution.,I-10 W,New Orleans,Orleans,LA,70126,US,US/Central,KNEW,2021-04-28 06:53:00,76.0,76.0,85.0,30.01,10.0,SE,6.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Junction,2021.0,4.0,28.0,6.0,34.0,57.0,Morning
4367152,A-4400181,Source1,2,2022-10-15 14:05:00,2022-10-15 15:20:10,28.498128,-81.396951,28.497348,-81.39694,0.054,Incident on S ORANGE BLOSSOM TRL near 45TH ST Drive with caution., S Orange Blossom Trl,Orlando,Orange,FL,32839-1704,US,US/Eastern,KORL,2022-10-15 13:53:00,85.0,85.0,53.0,29.95,10.0,ENE,14.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Crossing,2022.0,10.0,15.0,14.0,5.0,0.0,Afternoon
3837144,A-3865926,Source1,2,2023-01-17 10:07:17,2023-01-17 11:29:15,25.648426,-80.412094,25.648495,-80.410179,0.119,Incident on SW 128TH ST EB near SW 134TH CT Drive with caution., SW 134th Ct,Miami,Miami-Dade,FL,33186-5803,US,US/Eastern,KTMB,2023-01-17 09:53:00,71.0,71.0,59.0,30.11,10.0,ESE,6.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Crossing,2023.0,1.0,17.0,10.0,7.0,17.0,Morning
6531120,A-6579385,Source1,2,2020-10-03 19:04:52,2020-10-03 20:46:53,40.62449,-74.307307,40.59093,-74.32480699999998,2.494,Incident on GARDEN STATE PKWY SB near CENTRAL AVE Right shoulder closed.,Garden State Pkwy S,Clark,Union,NJ,07066,US,US/Eastern,KLDJ,2020-10-03 18:55:00,61.0,61.0,46.0,30.18,10.0,NNW,3.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day,Junction,2020.0,10.0,3.0,19.0,4.0,52.0,Evening
6129175,A-6174575,Source1,2,2021-09-22 19:41:34,2021-09-22 20:59:36,38.92763972263848,-77.02970623933302,38.92862972263848,-77.029696239333,0.068,Incident on 13TH ST near 13TH ST Drive with caution., 13th St NW,Washington,District of Columbia,DC,20009-5678,US,US/Eastern,KDCA,2021-09-22 19:52:00,74.0,74.0,87.0,29.85,10.0,SSE,15.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day,Traffic_Signal,2021.0,9.0,22.0,19.0,41.0,34.0,Evening
6506646,A-6554732,Source1,2,2021-01-22 20:29:00,2021-01-22 22:29:07,37.711985,-121.513003,37.710242,-121.512946,0.12,Incident on HANSEN RD near HOUSE 26514 Drive with caution., Hansen Rd,Tracy,San Joaquin,CA,95377-9748,US,US/Pacific,KLVK,2021-01-22 20:22:00,43.0,43.0,93.0,29.45,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,True,False,False,False,True,False,False,False,False,False,False,Night,Night,Night,Night,Crossing,2021.0,1.0,22.0,20.0,29.0,0.0,Evening
6940379,A-6989688,Source1,2,2020-05-29 09:47:48,2020-05-29 11:02:48,39.65305,-104.9317,39.65313,-104.95938,1.472,Between I-25/S Valley Hwy and CO-177/S University Blvd - Accident.,S Dahlia St,Denver,Denver,CO,80222,US,US/Mountain,KAPA,2020-05-29 09:53:00,73.0,73.0,44.0,24.35,10.0,VAR,3.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,Crossing,2020.0,5.0,29.0,9.0,47.0,48.0,Morning
4027181,A-4057431,Source1,2,2022-03-24 16:44:32,2022-03-24 18:51:34,25.955054,-80.243183,25.954599,-80.24604599999998,0.181,Slow traffic on FL-817 - FL-854 from NW 26th Ave to NW 191st St due to accident., NW 26th Ave,Miami Gardens,Miami-Dade,FL,33056,US,US/Eastern,KOPF,2022-03-24 16:53:00,84.0,84.0,63.0,29.9,10.0,S,13.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,Crossing,2022.0,3.0,24.0,16.0,44.0,32.0,Afternoon
7235646,A-7285009,Source1,2,2020-01-06 10:56:00,2020-01-06 12:08:36,33.438782,-117.622706,33.438782,-117.622706,0.0,At Ave Pico/Exit 76 - Accident.,Avenida Pico,San Clemente,Orange,CA,92673,US,US/Pacific,KNXF,2020-01-06 10:55:00,78.0,78.0,12.0,30.18,10.0,NNE,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,Traffic_Signal,2020.0,1.0,6.0,10.0,56.0,0.0,Morning
3985222,A-4015132,Source1,2,2022-09-13 08:56:22,2022-09-13 10:11:23,29.778343,-95.354641,29.778341,-95.353812,0.05,Incident on LORRAINE ST near GANO ST Drive with caution., Gano St,Houston,Harris,TX,77009-8725,US,US/Central,KMCJ,2022-09-13 08:53:00,78.0,78.0,60.0,29.92,10.0,ENE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,Stop,2022.0,9.0,13.0,8.0,56.0,22.0,Morning
4067911,A-4098503,Source1,2,2022-01-24 22:32:00,2022-01-25 02:00:00,35.26232600195283,-80.96751093825834,35.23139600195283,-80.97071093825835,2.145,Near Charlotte / Mile Marker 11 Outer Loop. The 2 right lanes are closed near Exit 11 (I-85).,I-485,Charlotte,Mecklenburg,NC,28214,US,US/Eastern,KCLT,2022-01-24 22:52:00,38.0,38.0,68.0,29.11,10.0,S,3.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,Junction,2022.0,1.0,24.0,22.0,32.0,0.0,Evening
5310627,A-5350956,Source1,2,2022-06-15 06:36:42,2022-06-15 07:51:42,29.832538,-95.528288,29.832538,-95.528375,0.005,Incident on CLAY RD near CLARBLAK LN Drive with caution.,Clarblak Ln,Houston,Harris,TX,77080,US,US/Central,KMCJ,2022-06-15 06:53:00,80.0,80.0,85.0,29.93,9.0,S,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,Stop,2022.0,6.0,15.0,6.0,36.0,42.0,Morning
6049858,A-6094824,Source1,2,2021-07-04 21:48:00,2021-07-04 23:03:02,27.297029,-82.537323,27.297027000000003,-82.53707,0.016,Incident on HANSEN ST near CAMINO REAL Drive with caution., Camino Real,Sarasota,Sarasota,FL,34231-3504,US,US/Eastern,KSRQ,2021-07-04 21:53:00,82.0,82.0,74.0,29.98,6.0,N,3.0,0.0,Haze,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,Crossing,2021.0,7.0,4.0,21.0,48.0,0.0,Evening
